state,year,name,type,city,county,enroll,mmr,overall,schagepop2016,statespending2016
Washington,Unknown,Gig Harbor Academy,Unknown,Gig Harbor,Pierce,NA,100,92.86,1181,12315163
Washington,Unknown,Gilbert Elementary,Unknown,Yakima,Yakima,NA,94.25,90.8,1181,12315163
Washington,Unknown,Gildo Rey Elementary,Unknown,Auburn,King,NA,90.7,86.05,1181,12315163
Washington,Unknown,Glacier Park Elementary,Unknown,Maple Valley,King,NA,96,95,1181,12315163
Washington,Unknown,Glendale Lutheran,Unknown,Burien,King,NA,85.71,85.71,1181,12315163
Washington,Unknown,Glenridge Elementary,Unknown,Renton,King,NA,92.06,90.48,1181,12315163
Washington,Unknown,Glenwood Elementary,Unknown,Glenwood,Klickitat,NA,100,100,1181,12315163
Washington,Unknown,Glenwood Elementary,Unknown,Lake Stevens,Snohomish,NA,82.42,71.43,1181,12315163
Washington,Unknown,Glenwood Heights Primary,Unknown,Vancouver,Clark,NA,91.18,87.06,1181,12315163
Washington,Unknown,Gold Bar Elementary,Unknown,Gold Bar,Snohomish,NA,86.96,80.43,1181,12315163
Washington,Unknown,Goldendale Primary,Unknown,Goldendale,Klickitat,NA,86.9,80.95,1181,12315163
Washington,Unknown,Grace Academy,Unknown,Marysville,Snohomish,NA,86.67,73.33,1181,12315163
Washington,Unknown,Grace Christian Academy,Unknown,Republic,Ferry,NA,100,100,1181,12315163
Washington,Unknown,Grace Lutheran,Unknown,Yakima,Yakima,NA,100,100,1181,12315163
Washington,Unknown,Graham Elementary,Unknown,Graham,Pierce,NA,91.51,89.62,1181,12315163
Washington,Unknown,Graham Hill Elementary,Unknown,Seattle,King,NA,90.48,88.89,1181,12315163
Washington,Unknown,Grainger Elementary,Unknown,Okanogan,Okanogan,NA,97.59,93.98,1181,12315163
Washington,Unknown,Grand Ridge Elementary,Unknown,Issaquah,King,NA,NA,NA,1181,12315163
Washington,Unknown,Grandview Adventist Junior Academy,Unknown,Grandview,Yakima,NA,100,100,1181,12315163
Washington,Unknown,Grant Elementary,Unknown,East Wenatchee,Douglas,NA,100,98.82,1181,12315163
Washington,Unknown,Grant Elementary,Unknown,Ephrata,Grant,NA,95.6,93.41,1181,12315163
Washington,Unknown,Grant Elementary,Unknown,Spokane,Spokane,NA,93.55,83.87,1181,12315163
Washington,Unknown,Grant Elementary,Unknown,Tacoma,Pierce,NA,93.18,86.36,1181,12315163
Washington,Unknown,Grant Street Elementary,Unknown,Port Townsend,Jefferson,NA,76.47,70.59,1181,12315163
Washington,Unknown,Grantham Elementary,Unknown,Clarkston,Asotin,NA,70.21,70.21,1181,12315163
Washington,Unknown,Grass Lake Elementary,Unknown,Kent,King,NA,94.87,92.31,1181,12315163
Washington,Unknown,Grass Valley Elementary,Unknown,Camas,Clark,NA,96.25,92.5,1181,12315163
Washington,Unknown,Grays Harbor Adventist Christian,Unknown,Montesano,Grays Harbor,NA,100,100,1181,12315163
Washington,Unknown,Great Northern Elementary,Unknown,Spokane,Spokane,NA,37.5,37.5,1181,12315163
Washington,Unknown,Greater Trinity Christian Learning Academy,Unknown,Everett,Snohomish,NA,NA,NA,1181,12315163
Washington,Unknown,Green Gables Elementary,Unknown,Federal Way,King,NA,81.03,74.14,1181,12315163
Washington,Unknown,Green Lake Elementary,Unknown,Seattle,King,NA,86.57,85.07,1181,12315163
Washington,Unknown,Green Mountain,Unknown,Woodland,Cowlitz,NA,86.67,86.67,1181,12315163
Washington,Unknown,Green Mountain Elementary,Unknown,Bremerton,Kitsap,NA,94.44,91.67,1181,12315163
Washington,Unknown,Green Park Elementary,Unknown,Walla Walla,Walla Walla,NA,94.64,92.86,1181,12315163
Washington,Unknown,Green River Montessori,Unknown,Auburn,King,NA,NA,NA,1181,12315163
Washington,Unknown,Greenwood Elementary,Unknown,Fort Lewis,Pierce,NA,NA,NA,1181,12315163
Washington,Unknown,Greenwood Elementary,Unknown,Seattle,King,NA,85.71,76.79,1181,12315163
Washington,Unknown,Gregory Heights Elementary,Unknown,Burien,King,NA,97.8,83.52,1181,12315163
Washington,Unknown,Greywolf Elementary,Unknown,Sequim,Clallam,NA,NA,NA,1181,12315163
Washington,Unknown,Griffin Bay,Unknown,Friday Harbor,San Juan,NA,NA,NA,1181,12315163
Washington,Unknown,Grove Elementary,Unknown,Marysville,Snohomish,NA,92.86,90.48,1181,12315163
Washington,Unknown,Guardian Angel St. Boniface,Unknown,Colton,Whitman,NA,100,100,1181,12315163
Washington,Unknown,H.O.M.E. Program,Unknown,RENTON,King,NA,66.67,66.67,1181,12315163
Washington,Unknown,Hallett Elementary,Unknown,Medical Lake,Spokane,NA,92.86,88.57,1181,12315163
Washington,Unknown,Hamblen Elementary,Unknown,Spokane,Spokane,NA,92.75,89.86,1181,12315163
Washington,Unknown,Hamilton Elementary,Unknown,Port Angeles,Clallam,NA,89.06,82.81,1181,12315163
Washington,Unknown,Happy Valley Elementary,Unknown,Bellingham,Whatcom,NA,NA,NA,1181,12315163
Washington,Unknown,Harbor Christian Schools,Unknown,Gig Harbor,Pierce,NA,NA,NA,1181,12315163
Washington,Unknown,Harbor Heights Elementary,Unknown,Gig Harbor,Pierce,NA,97.67,96.51,1181,12315163
Washington,Unknown,Harbor Montessori,Unknown,Gig Harbor,Pierce,NA,50,50,1181,12315163
Washington,Unknown,Harmony Elementary,Unknown,Bellingham,Whatcom,NA,79.07,72.09,1181,12315163
Washington,Unknown,Harmony Elementary,Unknown,Vancouver,Clark,NA,76.04,67.71,1181,12315163
Washington,Unknown,Harney Elementary,Unknown,Vancouver,Clark,NA,93.44,86.07,1181,12315163
Washington,Unknown,Harrah Community Christian,Unknown,Harrah,Yakima,NA,100,100,1181,12315163
Washington,Unknown,Harrah Elementary,Unknown,Harrah,Yakima,NA,95.77,95.77,1181,12315163
Washington,Unknown,Harrington Elementary,Unknown,Harrington,Lincoln,NA,NA,NA,1181,12315163
Washington,Unknown,Harvard Elementary,Unknown,Tacoma,Pierce,NA,NA,NA,1181,12315163
Washington,Unknown,Hathaway Elementary,Unknown,Washougal,Clark,NA,98.41,95.24,1181,12315163
Washington,Unknown,Hawthorne Elementary,Unknown,Everett,Snohomish,NA,97.47,96.2,1181,12315163
Washington,Unknown,Hawthorne Elementary,Unknown,Kennewick,Benton,NA,96.23,94.34,1181,12315163
Washington,Unknown,Hawthorne Elementary,Unknown,Seattle,King,NA,93.75,82.81,1181,12315163
Washington,Unknown,Hazel Dell Elementary,Unknown,Vancouver,Clark,NA,95.38,92.31,1181,12315163
Washington,Unknown,Hazel Valley Elementary,Unknown,Burien,King,NA,95.65,89.13,1181,12315163
Washington,Unknown,Hazel Wolf K-8,Unknown,Seattle,King,NA,94.87,88.46,1181,12315163
Washington,Unknown,Hazelwood Elementary,Unknown,Auburn,King,NA,83.51,78.35,1181,12315163
Washington,Unknown,Hazelwood Elementary,Unknown,Lynnwood,Snohomish,NA,97.18,91.55,1181,12315163
Washington,Unknown,Hazelwood Elementary,Unknown,NEWCASTLE,King,NA,83.51,96,1181,12315163
Washington,Unknown,Hearthwood Elementary,Unknown,Vancouver,Clark,NA,72.22,53.7,1181,12315163
Washington,Unknown,Heights Elementary,Unknown,Clarkston,Asotin,NA,92,90,1181,12315163
Washington,Unknown,Helen Baller Elementary,Unknown,Camas,Clark,NA,92.77,90.36,1181,12315163
Washington,Unknown,Helen Haller Elementary,Unknown,Sequim,Clallam,NA,NA,NA,1181,12315163
Washington,Unknown,Helen Stafford Elementary,Unknown,Tacoma,Pierce,NA,83.58,82.09,1181,12315163
Washington,Unknown,Heritage Christian,Unknown,University Place,Pierce,NA,87.5,87.5,1181,12315163
Washington,Unknown,Heritage Christian Academy,Unknown,Bothell,King,NA,96.77,93.55,1181,12315163
Washington,Unknown,Hiawatha Elementary,Unknown,Othello,Adams,NA,97.44,97.44,1181,12315163
Washington,Unknown,Hidden Creek Elementary,Unknown,Port Orchard,Kitsap,NA,94.2,91.3,1181,12315163
Washington,Unknown,Highland Elementary,Unknown,Clarkston,Asotin,NA,97.87,85.11,1181,12315163
Washington,Unknown,Highland Park Elementary,Unknown,Seattle,King,NA,86.79,83.02,1181,12315163
Washington,Unknown,Highland Terrace Elementary,Unknown,Shoreline,King,NA,100,100,1181,12315163
Washington,Unknown,Highlands Elementary,Unknown,RENTON,King,NA,89.74,84.62,1181,12315163
Washington,Unknown,Hilder Pearson Elementary,Unknown,Poulsbo,Kitsap,NA,92.86,92.86,1181,12315163
Washington,Unknown,Hillcrest Elementary,Unknown,Everett,Snohomish,NA,76.39,64.58,1181,12315163
Washington,Unknown,Hillcrest Elementary,Unknown,Oak Harbor,Island,NA,96.95,93.13,1181,12315163
Washington,Unknown,Hillside Academy,Unknown,Duvall,King,NA,88.89,88.89,1181,12315163
Washington,Unknown,Hillside Elementary,Unknown,Fort Lewis,Pierce,NA,97.25,94.5,1181,12315163
Washington,Unknown,Hilltop Elementary,Unknown,Lynnwood,Snohomish,NA,94.51,91.21,1181,12315163
Washington,Unknown,Hilltop Elementary,Unknown,Seattle,King,NA,98.92,96.77,1181,12315163
Washington,Unknown,Hilton Elementary,Unknown,Zillah,Yakima,NA,92.63,90.53,1181,12315163
Washington,Unknown,Hockinson Heights Elementary,Unknown,BRUSH PRAIRIE,Clark,NA,61.47,41.28,1181,12315163
Washington,Unknown,Hofstetter Elementary,Unknown,Colville,Stevens,NA,76.74,70.54,1181,12315163
Washington,Unknown,Holden Village Community,Unknown,Chelan,Chelan,NA,NA,NA,1181,12315163
Washington,Unknown,Hollywood Hill Elementary,Unknown,Woodinville,King,NA,90.57,86.79,1181,12315163
Washington,Unknown,Holmes Elementary,Unknown,Spokane,Spokane,NA,88,88,1181,12315163
Washington,Unknown,Holy Family,Unknown,Auburn,King,NA,87.5,87.5,1181,12315163
Washington,Unknown,Holy Family,Unknown,Clarkston,Asotin,NA,100,100,1181,12315163
Washington,Unknown,Holy Family,Unknown,Lacey,Thurston,NA,77.78,77.78,1181,12315163
Washington,Unknown,Holy Family Bi-Lingual,Unknown,Seattle,King,NA,100,100,1181,12315163
Washington,Unknown,Holy Family Parish,Unknown,Kirkland,King,NA,96.67,96.67,1181,12315163
Washington,Unknown,Holy Innocents School Of Nw,Unknown,Federal Way,King,NA,NA,NA,1181,12315163
Washington,Unknown,Holy Rosary Edmonds,Unknown,Edmonds,Snohomish,NA,100,92.86,1181,12315163
Washington,Unknown,Holy Rosary Elementary,Unknown,Seattle,King,NA,86.54,73.08,1181,12315163
Washington,Unknown,Holy Trinity Lutheran,Unknown,Des Moines,King,NA,100,100,1181,12315163
Washington,Unknown,Home Choice Academy,Unknown,Vancouver,Clark,NA,43.48,26.09,1181,12315163
Washington,Unknown,Home Connection,Unknown,Vancouver,Clark,NA,86.67,73.33,1181,12315163
Washington,Unknown,Home Education Exchange,Unknown,Shoreline,King,NA,94.44,83.33,1181,12315163
Washington,Unknown,Home Link Alternative,Unknown,Chewelah,Stevens,NA,75,50,1181,12315163
Washington,Unknown,Homeconnection,Unknown,Oak Harbor,Island,NA,68.75,68.75,1181,12315163
Washington,Unknown,Homelink,Unknown,Hoquiam,Grays Harbor,NA,NA,NA,1181,12315163
Washington,Unknown,Homelink River,Unknown,Battle Ground,Clark,NA,61.11,51.85,1181,12315163
Washington,Unknown,Homeworks,Unknown,Cheney,Spokane,NA,57.14,42.86,1181,12315163
Washington,Unknown,Honey Dew Elementary,Unknown,RENTON,King,NA,92.68,89.02,1181,12315163
Washington,Unknown,Hoover Elementary,Unknown,Yakima,Yakima,NA,100,96.67,1181,12315163
Washington,Unknown,Hope Academy,Unknown,Seattle,King,NA,NA,NA,1181,12315163
Washington,Unknown,Hope Lutheran,Unknown,Seattle,King,NA,NA,NA,1181,12315163
Washington,Unknown,Horizon,Unknown,Shoreline,King,NA,NA,NA,1181,12315163
Washington,Unknown,Horizon Elementary,Unknown,Everett,Snohomish,NA,99.18,95.08,1181,12315163
Washington,Unknown,Horizon Elementary,Unknown,Kent,King,NA,88.89,85.71,1181,12315163
Washington,Unknown,Horizons Elementary,Unknown,Lacey,Thurston,NA,96.92,92.31,1181,12315163
Washington,Unknown,Hosanna Christian,Unknown,Vancouver,Clark,NA,50,50,1181,12315163
Washington,Unknown,Hough Elementary,Unknown,Vancouver,Clark,NA,86.54,73.08,1181,12315163
Washington,Unknown,Hrrs - Juan Diego Academy,Unknown,Tacoma,Pierce,NA,91.89,91.89,1181,12315163
Washington,Unknown,Hulan L Whitson Elem,Unknown,White Salmon,Klickitat,NA,79.8,63.64,1181,12315163
Washington,Unknown,Hutch,Unknown,SEATTLE,King,NA,NA,NA,1181,12315163
Washington,Unknown,Hutton Elementary,Unknown,Spokane,Spokane,NA,91.67,91.67,1181,12315163
Washington,Unknown,Idlewild Elementary,Unknown,Lakewood,Pierce,NA,95.65,92.39,1181,12315163
Washington,Unknown,Ilalko Elementary,Unknown,Auburn,King,NA,90.82,79.59,1181,12315163
Washington,Unknown,Illahee Elementary,Unknown,Camas,Clark,NA,67.47,49.4,1181,12315163
Washington,Unknown,Image Elementary,Unknown,Vancouver,Clark,NA,78,65,1181,12315163
Washington,Unknown,Imagination School Of Education,Unknown,Tacoma,Pierce,NA,NA,NA,1181,12315163
Washington,Unknown,Immaculate Conception Regional,Unknown,Mount Vernon,Skagit,NA,91.3,91.3,1181,12315163
Washington,Unknown,Immaculate Conception/Our Lady Of Perpetual,Unknown,Everett,Snohomish,NA,89.47,89.47,1181,12315163
Washington,Unknown,Inchelium Elementary,Unknown,Inchelium,Ferry,NA,93.75,87.5,1181,12315163
Washington,Unknown,Index Elementary,Unknown,Index,Snohomish,NA,NA,NA,1181,12315163
Washington,Unknown,Indian Trail Elementary,Unknown,Spokane,Spokane,NA,93.88,87.76,1181,12315163
Washington,Unknown,Irene Reither Elementary,Unknown,Everson,Whatcom,NA,83.48,74.78,1181,12315163
Washington,Unknown,Island Christian Academy,Unknown,Langley,Island,NA,90.91,90.91,1181,12315163
Washington,Unknown,Island Park Elementary,Unknown,Mercer Island,King,NA,95.12,95.12,1181,12315163
Washington,Unknown,Island View Elementary,Unknown,Anacortes,Skagit,NA,92.31,89.74,1181,12315163
Washington,Unknown,Isom Elementary,Unknown,Lynden,Whatcom,NA,82.5,76.25,1181,12315163
Washington,Unknown,Issaquah Valley Elementary,Unknown,Issaquah,King,NA,99.15,96.58,1181,12315163
Washington,Unknown,Jackson Elementary,Unknown,Everett,Snohomish,NA,90.91,86.36,1181,12315163
Washington,Unknown,James Mcgee Elementary,Unknown,Pasco,Franklin,NA,94.05,92.86,1181,12315163
Washington,Unknown,James Sales Elementary,Unknown,Tacoma,Pierce,NA,NA,NA,1181,12315163
Washington,Unknown,Jason Lee Elementary,Unknown,Richland,Benton,NA,96.63,94.38,1181,12315163
Washington,Unknown,Jefferson Elementary,Unknown,Everett,Snohomish,NA,94.32,90.91,1181,12315163
Washington,Unknown,Jefferson Elementary,Unknown,Mount Vernon,Skagit,NA,95,95,1181,12315163
Washington,Unknown,Jefferson Elementary,Unknown,Port Angeles,Clallam,NA,92.11,89.47,1181,12315163
Washington,Unknown,Jefferson Elementary,Unknown,Richland,Benton,NA,98.51,94.03,1181,12315163
Washington,Unknown,Jefferson Elementary,Unknown,Spokane,Spokane,NA,95.71,91.43,1181,12315163
Washington,Unknown,Jefferson Elementary (Southside),Unknown,Pullman,Whitman,NA,88.42,83.16,1181,12315163
Washington,Unknown,Jefferson Lincoln Elementary,Unknown,Centralia,Lewis,NA,96.59,89.77,1181,12315163
Washington,Unknown,Jenkins Creek Elementary,Unknown,Covington,King,NA,90.79,84.21,1181,12315163
Washington,Unknown,Jewish Day,Unknown,Bellevue,King,NA,100,100,1181,12315163
Washington,Unknown,Jing Mei Elementary,Unknown,Bellevue,King,NA,88.89,80.56,1181,12315163
Washington,Unknown,"John """"""""Bud"""""""" Hawk At Jackson Park Elementary",Unknown,Bremerton,Kitsap,NA,91.57,86.75,1181,12315163
Washington,Unknown,John Campbell Primary,Unknown,Selah,Yakima,NA,91.89,84.94,1181,12315163
Washington,Unknown,John Hay Elementary,Unknown,Seattle,King,NA,84.81,82.28,1181,12315163
Washington,Unknown,John Muir Elementary,Unknown,Seattle,King,NA,84.75,81.36,1181,12315163
Washington,Unknown,John Newbery Elementary,Unknown,Wenatchee,Chelan,NA,92.54,92.54,1181,12315163
Washington,Unknown,John Rogers Elementary,Unknown,Seattle,King,NA,91.38,81.03,1181,12315163
Washington,Unknown,John Stanford International Elementary,Unknown,Seattle,King,NA,90.1,87.13,1181,12315163
Washington,Unknown,Johnson Christian,Unknown,Colville,Stevens,NA,50,50,1181,12315163
Washington,Unknown,Journey,Unknown,Lynnwood,Snohomish,NA,100,100,1181,12315163
Washington,Unknown,Joyful Scholars Montessori Elementary,Unknown,Wenatchee,Chelan,NA,87.5,87.5,1181,12315163
Washington,Unknown,Juanita Elementary,Unknown,Kirkland,King,NA,79.25,58.49,1181,12315163
Washington,Unknown,Julia Butler Hansen Elementary,Unknown,Olympia,Thurston,NA,77.33,68,1181,12315163
Washington,Unknown,K-8 Stem At Boren,Unknown,Seattle,King,NA,83.64,78.18,1181,12315163
Washington,Unknown,K12 Eburg Learning Ctr,Unknown,Ellensburg,Kittitas,NA,NA,NA,1181,12315163
Washington,Unknown,Kahlotus Elementary And High,Unknown,Kahlotus,Franklin,NA,100,100,1181,12315163
Washington,Unknown,Kapka Cooperative,Unknown,Seattle,King,NA,53.33,40,1181,12315163
Washington,Unknown,Kapowsin Elementary,Unknown,Graham,Pierce,NA,94.55,92.73,1181,12315163
Washington,Unknown,Karshner Elementary,Unknown,Puyallup,Pierce,NA,97.62,97.62,1181,12315163
Washington,Unknown,Keene-Riverview Elementary,Unknown,Prosser,Benton,NA,97.01,94.78,1181,12315163
Washington,Unknown,Keller Elementary,Unknown,Keller,Ferry,NA,NA,NA,1181,12315163
Washington,Unknown,Keller Elementary,Unknown,Kirkland,King,NA,89.55,88.06,1181,12315163
Washington,Unknown,Kellogg Marsh Elementary,Unknown,Marysville,Snohomish,NA,87.64,86.52,1181,12315163
Washington,Unknown,Kendall Elementary,Unknown,Maple Falls,Whatcom,NA,81.97,65.57,1181,12315163
Washington,Unknown,Kenmore Elementary,Unknown,Kenmore,King,NA,89.16,83.13,1181,12315163
Washington,Unknown,Kennydale Elementary,Unknown,RENTON,King,NA,92.06,90.48,1181,12315163
Washington,Unknown,Kenroy Elementary,Unknown,East Wenatchee,Douglas,NA,98.7,98.7,1181,12315163
Washington,Unknown,Kent Elementary,Unknown,Kent,King,NA,89.58,85.42,1181,12315163
Washington,Unknown,Kent Mountain View Elementary,Unknown,Des Moines,King,NA,NA,NA,1181,12315163
Washington,Unknown,Kent Prairie Elementary,Unknown,Arlington,Snohomish,NA,93.94,90.91,1181,12315163
Washington,Unknown,Kessler Elementary,Unknown,Longview,Cowlitz,NA,93.1,91.38,1181,12315163
Washington,Unknown,Kettle Falls Elementary,Unknown,Kettle Falls,Stevens,NA,94.34,86.79,1181,12315163
Washington,Unknown,Kimball Elementary,Unknown,Seattle,King,NA,94.19,90.7,1181,12315163
Washington,Unknown,Kindergarten Center,Unknown,Spokane,Spokane,NA,89.66,85.78,1181,12315163
Washington,Unknown,King Elementary,Unknown,Vancouver,Clark,NA,94.81,93.51,1181,12315163
Washington,Unknown,King's Way Christian,Unknown,Vancouver,Clark,NA,88.68,79.25,1181,12315163
Washington,Unknown,Kings Schools,Unknown,Seattle,King,NA,70.59,63.24,1181,12315163
Washington,Unknown,Kingspoint Christian,Unknown,Pasco,Franklin,NA,87.5,87.5,1181,12315163
Washington,Unknown,Kiona-Benton Primary,Unknown,Benton City,Benton,NA,86.79,83.02,1181,12315163
Washington,Unknown,Kirk Elementary,Unknown,Kirkland,King,NA,78.41,64.77,1181,12315163
Washington,Unknown,Kirkland Sda,Unknown,Kirkland,King,NA,92.31,92.31,1181,12315163
Washington,Unknown,Kirkwood Elementary,Unknown,Toppenish,Yakima,NA,94.87,87.18,1181,12315163
Washington,Unknown,Kitsap Adventist Christian,Unknown,Bremerton,Kitsap,NA,66.67,66.67,1181,12315163
Washington,Unknown,Kitsap Lake Elementary,Unknown,Bremerton,Kitsap,NA,89.09,85.45,1181,12315163
Washington,Unknown,Kittitas Elementary,Unknown,Kittitas,Kittitas,NA,90.74,87.04,1181,12315163
Washington,Unknown,Klickitat Elementary & High,Unknown,Lyle,Klickitat,NA,NA,NA,1181,12315163
Washington,Unknown,Knolls Vista Elementary,Unknown,Moses Lake,Grant,NA,87.67,80.82,1181,12315163
Washington,Unknown,Kokanee Elementary,Unknown,Woodinville,King,NA,90.68,87.29,1181,12315163
Washington,Unknown,L P Brown Elementary,Unknown,Olympia,Thurston,NA,85.14,75.68,1181,12315163
Washington,Unknown,La Center Elementary,Unknown,La Center,Clark,NA,91.07,85.71,1181,12315163
Washington,Unknown,La Conner Elementary,Unknown,La Conner,Skagit,NA,88.1,80.95,1181,12315163
Washington,Unknown,Lacamas Heights Elementary,Unknown,Camas,Clark,NA,97.96,93.88,1181,12315163
Washington,Unknown,Lacey Elementary,Unknown,Lacey,Thurston,NA,93.62,87.23,1181,12315163
Washington,Unknown,Lackamas Elementary,Unknown,Yelm,Thurston,NA,98.21,91.07,1181,12315163
Washington,Unknown,Lacrosse Elementary,Unknown,LaCrosse,Whitman,NA,85.71,85.71,1181,12315163
Washington,Unknown,Lafayette Elementary,Unknown,Seattle,King,NA,86.67,81.33,1181,12315163
Washington,Unknown,Lake Dolloff Elementary,Unknown,Auburn,King,NA,94.02,93.59,1181,12315163
Washington,Unknown,Lake Forest Park Elementary,Unknown,Lake Forest Park,King,NA,97.1,89.86,1181,12315163
Washington,Unknown,Lake Grove Elementary,Unknown,Federal Way,King,NA,96.61,88.14,1181,12315163
Washington,Unknown,Lake Hills Elementary,Unknown,Bellevue,King,NA,86.59,84.15,1181,12315163
Washington,Unknown,Lake Louise Elementary,Unknown,Lakewood,Pierce,NA,95.45,86.36,1181,12315163
Washington,Unknown,Lake Quinault Elementary,Unknown,Amanda Park,Grays Harbor,NA,73.33,73.33,1181,12315163
Washington,Unknown,Lake Roosevelt Alternative,Unknown,Coulee Dam,Grant,NA,NA,NA,1181,12315163
Washington,Unknown,Lake Roosevelt Elementary,Unknown,Grand Coulee,Grant,NA,NA,NA,1181,12315163
Washington,Unknown,Lake Shore Elementary,Unknown,Vancouver,Clark,NA,91.55,85.92,1181,12315163
Washington,Unknown,Lake Spokane Elementary,Unknown,Nine Mile Falls,Spokane,NA,94.37,88.73,1181,12315163
Washington,Unknown,Lake Stickney Elementary,Unknown,Lynnwood,Snohomish,NA,NA,NA,1181,12315163
Washington,Unknown,Lake View Elementary,Unknown,Auburn,King,NA,84.81,84.81,1181,12315163
Washington,Unknown,Lake Wilderness Elementary,Unknown,Maple Valley,King,NA,89.66,84.48,1181,12315163
Washington,Unknown,Lake Youngs Elementary,Unknown,Kent,King,NA,96.88,95.31,1181,12315163
Washington,Unknown,Lakeland Elementary,Unknown,Auburn,King,NA,82.89,81.58,1181,12315163
Washington,Unknown,Lakeland Hills Elementary,Unknown,Auburn,King,NA,92.62,92.62,1181,12315163
Washington,Unknown,Lakeridge Elementary,Unknown,Mercer Island,King,NA,90.48,96.15,1181,12315163
Washington,Unknown,Lakeridge Elementary,Unknown,SEATTLE,King,NA,90.48,88.89,1181,12315163
Washington,Unknown,Lakeview Elementary,Unknown,Kirkland,King,NA,81.58,65.79,1181,12315163
Washington,Unknown,Lakeview Hope Academy,Unknown,Lakewood,Pierce,NA,96.4,90.99,1181,12315163
Washington,Unknown,Lakeview Terrace Elementary,Unknown,Moses Lake,Grant,NA,92.96,92.96,1181,12315163
Washington,Unknown,Lakewood Elementary,Unknown,North Lakewood,Snohomish,NA,95.38,95.38,1181,12315163
Washington,Unknown,Lakewood Lutheran,Unknown,Lakewood,Pierce,NA,100,100,1181,12315163
Washington,Unknown,Larchmont Elementary,Unknown,Tacoma,Pierce,NA,97.1,92.75,1181,12315163
Washington,Unknown,Larson Heights Elementary,Unknown,Moses Lake,Grant,NA,95.38,93.85,1181,12315163
Washington,Unknown,Laurelhurst Elementary,Unknown,Seattle,King,NA,90.32,85.48,1181,12315163
Washington,Unknown,Lawton Elementary,Unknown,Seattle,King,NA,93.02,88.37,1181,12315163
Washington,Unknown,Lea Hill Elementary,Unknown,Auburn,King,NA,86.59,74.39,1181,12315163
Washington,Unknown,Leonard M Jennings Elementary,Unknown,Colfax,Whitman,NA,100,100,1181,12315163
Washington,Unknown,Les Lilas,Unknown,Kirkland,King,NA,100,100,1181,12315163
Washington,Unknown,Leschi Elementary,Unknown,Seattle,King,NA,83.82,79.41,1181,12315163
Washington,Unknown,Lewis And Clark Elementary,Unknown,Richland,Benton,NA,96.47,94.12,1181,12315163
Washington,Unknown,Lewis And Clark Elementary,Unknown,Wenatchee,Chelan,NA,98.77,95.06,1181,12315163
Washington,Unknown,Lewis County Adventist,Unknown,Chehalis,Lewis,NA,100,100,1181,12315163
Washington,Unknown,Lewis River Academy,Unknown,Woodland,Cowlitz,NA,NA,NA,1181,12315163
Washington,Unknown,Liberty Christian,Unknown,Richland,Benton,NA,85.71,82.14,1181,12315163
Washington,Unknown,Liberty Christian,Unknown,Walla Walla,Walla Walla,NA,NA,NA,1181,12315163
Washington,Unknown,Liberty Elementary,Unknown,Marysville,Snohomish,NA,94.12,92.65,1181,12315163
Washington,Unknown,Liberty Ridge Elementary,Unknown,Sumner,Pierce,NA,87.88,86.36,1181,12315163
Washington,Unknown,Licton Springs K-8,Unknown,Seattle,King,NA,80.65,70.97,1181,12315163
Washington,Unknown,Lidgerwood Elementary,Unknown,Spokane,Spokane,NA,92,86,1181,12315163
Washington,Unknown,Life Christian,Unknown,Tacoma,Pierce,NA,89.19,81.08,1181,12315163
Washington,Unknown,Light Of Faith Christian Academy,Unknown,Bothell,Snohomish,NA,NA,NA,1181,12315163
Washington,Unknown,Lighthouse Christian,Unknown,Gig Harbor,Pierce,NA,84.38,84.38,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Ellensburg,Kittitas,NA,91.21,84.62,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Hoquiam,Grays Harbor,NA,NA,NA,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Kennewick,Benton,NA,97.94,93.81,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Mount Vernon,Skagit,NA,90,88,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Olympia,Thurston,NA,80,65,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Toppenish,Yakima,NA,96.36,89.09,1181,12315163
Washington,Unknown,Lincoln Elementary,Unknown,Vancouver,Clark,NA,91.38,82.76,1181,12315163
Washington,Unknown,Lincoln Heights Elementary,Unknown,Spokane,Spokane,NA,90.14,87.32,1181,12315163
Washington,Unknown,Lind Elementary,Unknown,Lind,Adams,NA,86.67,86.67,1181,12315163
Washington,Unknown,Linwood Elementary,Unknown,Spokane,Spokane,NA,95.74,92.55,1181,12315163
Washington,Unknown,Lister Elementary,Unknown,Tacoma,Pierce,NA,92.98,89.47,1181,12315163
Washington,Unknown,Little Cedars Elementary,Unknown,Snohomish,Snohomish,NA,95.24,94.05,1181,12315163
Washington,Unknown,Little Mountain Elementary,Unknown,Mount Vernon,Skagit,NA,94.79,91.67,1181,12315163
Washington,Unknown,Littlerock Elementary,Unknown,Littlerock,Thurston,NA,97.83,95.65,1181,12315163
Washington,Unknown,Living Montessori Academy,Unknown,Bellevue,King,NA,100,100,1181,12315163
Washington,Unknown,Living Wisdom School Of Seattle,Unknown,Lynwood,King,NA,50,33.33,1181,12315163
Washington,Unknown,Lockwood Elementary,Unknown,Bothell,King,NA,81.43,77.14,1181,12315163
